NIM,Submisike,Artis,Judul,Lirik
1301184496,5,Bruno Mars,Leave the Door Open,"Said baby, said baby, said baby
What you doing? (What you doing?)
Where you at? (Where you at?)
Oh, you got plans? (You got plans?)
Don't say that (shut your trap)
I'm sipping wine (sip, sip) in a robe (drip, drip)
I look too good (look too good) to be alone (woo-woo)
My house clean (house clean), my pool warm (pool warm)
Just shaved (smooth like a newborn)
We should be dancing, romancing
In the east wing and the west wing
Of this mansion, what's happening?
I ain't playing no games
Every word that I say is coming straight from the heart
So if you tryna lay in these arms
I'ma leave the door open
(I'ma leave the door open)
I'ma leave the door open, girl
(I'ma leave the door open hoping)
That you feel the way I feel
And you want me like I want you tonight, baby
(Tell me that you're coming through)
Ooh, you're so sweet (so sweet), so tight (so tight)
I won't bite (ah-ah), unless you like (unless you like)
If you smoke (what you smoke?) I got the haze (Purple Haze)
And if you're hungry, girl, I got filets (woo-woo)
Ooh, baby, don't keep me (waiting)
There's so much love we could be making (shamone)
I'm talking kissing, cuddling
Rose petals in the bathtub
Girl, let's jump in, it's bubbling
I ain't playing no games
Every word that I say is coming straight from the heart
So (if you) if you (tryna) tryna lay in these arms
I'ma leave the door open
(I'ma leave the door open)
I'ma leave the door open, girl
(I'ma leave the door open hoping)
That you feel the way I feel
And you want me like I want you tonight, baby
(Tell me that you're coming through) come on, girl
La-la-la, la-la-la-la (I need you, baby)
La-la-la, la-la-la-la (I gotta see you, baby)
La-la-la, la-la-la-la (girl, I'm tryna give you this)
Ah-ah-ah-ah, ah-ah
Hey-hey, I'ma leave my door open, baby (I'ma leave the door open)
I'ma leave, I'ma leave my door open, girl
(I'ma leave the door open, hoping) and I'm hoping, hoping
That you feel the way I feel
And you want me like I want you tonight, baby
(Tell me that you're coming through) woo!
La-la-la, la-la-la-la (tell me)
(Tell me that you're coming through)
Woo-woo-woo-woo, woo-woo-woo, woo-woo-woo
Woo-woo-woo-woo, woo-woo-woo, woo-woo
La-la-la, la-la-la-la (la-la-la, la-la)
(Tell me that you're coming through)
Girl, I'm here just waiting for you (oh!)
Come on over, I'll adore you (I gotta know!)
La-la-la, la-la-la-la (I'm waiting, waiting, waiting)
(Tell me that you're coming through) for you
Girl, I'm here just waiting for you
Come on over, I'll adore you
La-la-la, la-la-la-la (la-la, la-la)
"
1301184496,6,Ariana Grande,Almost Is Never Enough,"I'd like to say we gave it a try
I'd like to blame it all on life
Maybe we just weren't right, but that's a lie, that's a lie
And we can deny it as much as we want
But in time our feelings will show
'Cause sooner or later
We'll wonder why we gave up
The truth is everyone knows
Almost, almost is never enough
So close to being in love
If I would have known that you wanted me
The way I wanted you
Then maybe we wouldn't be two worlds apart
But right here in each other's arms
And we almost, we almost knew what love was
But almost is never enough
If I could change the world overnight
There'd be no such thing as goodbye
You'd be standing right where you were
And we'd get the chance we deserve
Try to deny it as much as you want
But in time our feelings will show
'Cause sooner or later
We'll wonder why we gave up
The truth is everyone knows
Almost, almost is never enough
We were so close to being in love
If I would have known that you wanted me, the way I wanted you
Then maybe we wouldn't be two worlds apart
But right here in each other's arms
And we almost, we almost knew what love was
But almost is never enough
Oh, oh baby, you know, you know, baby
Almost, baby, is never enough, baby
You know
And we can deny it as much as we want
But in time our feelings will show
'Cause sooner or later
We'll wonder why we gave up
The truth is everyone knows
Almost, almost is never enough (is never enough, babe)
We were so close to being in love (so close)
If I would have known that you wanted me the way I wanted you (babe)
Then maybe we wouldn't be two worlds apart
But right here in each other's arms
And we almost, we almost knew what love was (baby)
But almost is never enough
Oh, oh baby, you know, you know, baby
Almost is never enough baby
You know
"
1301184496,7,Ariana Grande,Beauty and the Beast,"Tale as old as time
True as it can be
Barely even friends
Then somebody bends
Unexpectedly
Just a little change
Small, to say the least
Both a little scared
Neither one prepared
Beauty and the Beast
Ever just the same
Ever a surprise
Ever as before
And ever just as sure
As the sun will rise, oh woah
Ever just the same
And ever a surprise, yeah
Ever as before
And ever just as sure
As the sun will rise
Oh, oh, oh
Tale as old as time
Tune as old as song
Bittersweet and strange
Finding you can change
Learning you were wrong
Certain as the sun
Certain as the sun
Rising in the east
Tale as old as time
Song as old as rhyme
Beauty and the Beast
Tale as old as time
Song as old as rhyme
Beauty and the Beast
Woah
Beauty and
Beauty and the Beast
"
1301184496,8,Ariana Grande,One Last Time,"I was a liar
I gave into the fire
I know I should've fought it
At least I'm bein' honest
Feel like a failure
'Cause I know that I failed you
I should've done you better
'Cause you don't want a liar
And I know, and I know, and I know she gives you everything
But boy, I couldn't give it to you
And I know, and I know, and I know that you got everything
But I got nothin' here without you
So one last time
I need to be the one who takes you home
One more time
I promise after that, I'll let you go
Baby, I don't care if you got her in your heart
All I really care is you wake up in my arms
One last time
I need to be the one who takes you home
I don't deserve it
I know I don't deserve it
But stay with me a minute
I swear I'll make it worth it
Can't you forgive me?
At least just temporarily
I know that this is my fault
I should have been more careful
And I know, and I know, and I know she gives you everything
But boy, I couldn't give it to you
And I know, and I know, and I know that you got everything
But I got nothin' here without you, baby
So one last time
I need to be the one who takes you home
One more time
I promise after that, I'll let you go
Baby, I don't care if you got her in your heart
All I really care is you wake up in my arms
One last time
I need to be the one who takes you home
I know I should've fought it
At least I'm bein' honest, yeah
Now stay with me a minute
I swear I'll make it worth it, yeah
'Cause I don't wanna be without you
So one last time
I need to be the one who takes you home (babe)
One more time
I promise after that, I'll let you go
Baby, I don't care if you got her in your heart (babe)
All I really care is you wake up in my arms
One last time
I need to be the one who takes you home, yeah
One last time
I need to be the one who takes you home
"
1301184496,9,Ariana Grande,No Tears Left To Cry,"Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So I'm pickin' it up, pickin' it up
I'm lovin', I'm livin', I'm pickin' it up
I'm pickin' it up, pickin' it up
I'm lovin', I'm livin', I'm pickin' it up (Oh, yeah)
I'm pickin' it up (Yeah), pickin' it up (Yeah)
Lovin', I'm livin', so we turnin' up
Yeah, we turnin' it up
Ain't got no tears in my body
I ran out, but boy, I like it, I like it, I like it
Don't matter how, what, where, who tries it
We out here vibin', we vibin', we vibin'
Comin' out, even when it's rainin' down
Can't stop now, can't stop so shut your mouth
Shut your mouth, and if you don't know
Then now you know it, babe
Know it, babe, yeah
Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up
Oh, I just want you to come with me
We on another mentality
Ain't got no tears left to cry (To cry)
So I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up
Pickin' it up (Yeah), pickin' it up (Yeah)
Lovin', I'm livin', so we turnin' up (We turnin' it up)
Yeah, we turnin' it up
They point out the colours in you, I see 'em too
And, boy, I like 'em, I like 'em, I like 'em
We're way too fly to partake in all this hate
We out here vibin', we vibin', we vibin'
Comin' out, even when it's rainin' down
Can't stop now, can't stop, so shut your mouth
Shut your mouth, and if you don't know
Then now you know it, babe
Know it, babe, yeah
Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up
Oh, I just want you to come with me
We on another mentality
Ain't got no tears left to cry (To cry)
So I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up
Comin' out, even when it's rainin' down
Can't stop now (Hmm, oh)
Shut your mouth
Ain't got no tears left to cry
Oh yeah, oh yeah
Oh, I just want you to come with me
We on another mentality
Ain't got no tears left to cry (Cry)
So I'm pickin' it up (Yeah), pickin' it up (Oh yeah)
I'm lovin', I'm livin', I'm pickin' it up
Pickin' it up, pickin' it up
Lovin', I'm livin', so we turnin' up
Yeah, we turnin' it up

"
1301184496,10,Ariana Grande,7 Rings,"Yeah, breakfast at Tiffany's and bottles of bubbles
Girls with tattoos who like getting in trouble
Lashes and diamonds, ATM machines
Buy myself all of my favorite things (yeah)
Been through some bad shit, I should be a sad bitch
Who woulda thought it'd turn me to a savage?
Rather be tied up with calls and not strings
Write my own checks like I write what I sing, yeah (yeah)
My wrist, stop watchin', my neck is flossy
Make big deposits, my gloss is poppin'
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it (yeah)
I want it, I got it, I want it, I got it
I want it, I got it, I want it, I got it
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it (yeah)
Wearing a ring, but ain't gon' be no ""Mrs.""
Bought matching diamonds for six of my bitches
I'd rather spoil all my friends with my riches
Think retail therapy my new addiction
Whoever said money can't solve your problems
Must not have had enough money to solve 'em
They say, ""Which one?"" I say, ""Nah, I want all of 'em""
Happiness is the same price as red bottoms
My smile is beamin', my skin is gleamin'
The way it shine, I know you've seen it (you've seen it)
I bought a crib just for the closet
Both his and hers, I want it, I got it, yeah
I want it, I got it, I want it, I got it
I want it, I got it, I want it, I got it (baby)
You like my hair? Gee, thanks, just bought it (oh yeah)
I see it, I like it, I want it, I got it (yeah)
Yeah, my receipts, be lookin' like phone numbers
If it ain't money, then wrong number
Black card is my business card
The way it be settin' the tone for me
I don't mean to brag, but I be like, ""Put it in the bag, "" yeah
When you see them racks, they stacked up like my ass, yeah
Shoot, go from the store to the booth
Make it all back in one loop, give me the loot
Never mind, I got the juice
Nothing but net when we shoot
Look at my neck, look at my jet
Ain't got enough money to pay me respect
Ain't no budget when I'm on the set
If I like it, then that's what I get, yeah
I want it, I got it, I want it, I got it (yeah)
I want it, I got it, I want it, I got it (oh yeah, yeah)
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it (yeah)
"
1301180028,1,21 Savage,Bank Account,"Ooh, ooh, ooh, ow, ow, ow
Wow, wow, ow, ah, ow, ah, ah, ah
I buy a new car for the bitch (For real)
I tear down the mall with the bitch (For real)
You can't even talk to the bitch (No)
She fucking with bosses and shit (On God)
I pull up in 'Rari's and shit (Skrrr)
With choppers and Harley's and shit (For real)
I be Gucci'd down (Gucci)
You wearing Lacoste and shit (Bitch)
Yeah, Moncler, yuh, fur came off a bear, yuh (Yeah)
Triple homicide, put me in a chair, yuh (In jail)
Triple cross the plug, we do not play fair, yuh (On God)
Got 'em tennis chains on and they real blingy (Bling)
Draco make you do the chicken head like Chingy (Chingy)
Walk in Neiman Marcus and I spend a light fifty (Fifty)
Please proceed with caution, shooters, they be right with me (21)
Bad bitch, cute face and some nice titties
$7, 500 on a Saint Laurent jacket (Yeah)
Bitch, be careful when you dumpin' your ashes (Bitch)
I ain't no sucker, I ain't cuffin' no action (Nah)
The skreets raised me, I'm a whole bastard (Wild)
I bought a 'Rari just so I can go faster (Skrrr)
Niggas tryna copy me, they playing catch up (21)
I might pull up in a Ghost, no Casper (21)
I been smoking gas and I got no asthma
I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (Fast)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Yeah, dawg, huh, yeah, nah for real, dawg (21)
Straight up out the 6, now got a house in the Hills, dawg (21)
Wanna see a body, nigga? Get you killed, dawg (Wet)
Wanna tweet about me, nigga? Get you killed, dawg (Wet)
Killed dog, I'm a real dawg, 21, you a lil' dawg (21)
Bill dog, want a bil', dog, chasing mil's, dawg (Yeah)
Dunk right in your bitch like O'Neal, dawg (Wet)
Plus I shoot like, shoot like Reggie Mill', dawg (21)
Chopper sting you like a eel, dawg (Fast)
I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (Fast)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ruler clips, sent a ruler hit
Pull up on yo' bitch, she say that I got a ruler dick
Spray your block down, we not really with that ruh-rah shit
Glock cocked now, I don't really give no fuck 'bout who I hit
Yeah, yo' bitch, she get jiggy with me, keep that Siggy with me
Bitch, I'm Mad Max, you know I got Ziggy with me
Keep a mad mag in case a nigga wanna get busy with me
'Rari matte black and I got a Bentley with me
I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
In my bank account, yeah (On God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (Fast)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
Ready to gun you down, yeah (On God)
$7, 500 on a Saint Laurent jacket
Bitch, be careful where you dumpin' your ashes
I ain't no sucker, I ain't cuffin' no action
The streets raised me, I'm a whole bastard
"
1301180028,2,Migos,Walk it Talk it,"Yeah, yeah (Deko)
Whoa, hold on (OG Parker)
Uh
Walk it, like I talk it (walk it)
Walk it, like I talk it
Walk it, walk it like I talk it (woo!)
Walk it, like I talk it (yeah!)
Walk it, like I talk it (walk it)
Walk it, like I talk it
Walk it, walk it like I talk it (woo!)
Walk it, like I talk it (hey!)
Walk it, like I talk it (walk it)
Walk it, like I talk it (walk it)
Walk it, like I talk it
Walk it, walk it like I talk it (woo!)
Walk it, like I talk it (talk it)
Walk it, like I talk it (ayy!)
Walk it, like I talk it
Walk it, walk it (woo)
Like I talk it (yeah!)
Take my shoes and walk a mile
Something that you can't do (woo, hey!)
Big talks of the town, big boy gang moves (gang moves!)
I like to walk around with my chain loose (chain, chain!)
She just bought a new ass but got the same boobs (same boobs!)
Whipping up dope, scientist (whip it up, whip it up)
(Cook it up, cook it up) (Skrrt-Skrrt!)
That's my sauce, where you find it?
(That's my sauce) (Look it up, look it up, find it)
Adding up checks, no minus
(Add it up, add it up, add it up, add it up, yeah)
Get your respect in diamonds (ice, ice, ice, ice, ice, ice)
I bought a 'Plain Jane' Rollie
These niggas bought they fame (woo!)
I think my back got scoliosis 'cause I swerve the lane (skrrt!)
Heard you signed your life, for that brand new chain (I heard)
Think it came with stripes, but you ain't straight with the gang (Gang, gang!)
Walk it, like I talk it (walk it)
Walk it, like I talk it
Walk it, walk it like I talk it (walk it)
Walk it, like I talk it (woo!)
Walk it, like I talk it (walk it)
Walk it, like I talk it
Walk it, walk it like I talk it (talk it)
Walk it, like I talk it (let's go)
Walk it, like I talk it (walk it)
Walk it, like I talk it (woop!)
Walk it, like I talk it
Walk it, walk it like I talk it (hey!)
Walk it, like I talk it (walk it)
Walk it, like I talk it (yeah!)
Walk it, like I talk it
Walk it, walk it like I talk it
Ayy! I gotta stay in my zone
Say that we been beefing, dog
But you on your own
First night, she gon' let me fuck 'cause we grown
I hit her, gave her back
To the city, she home (she at home now!)
That was that
So I can't be beefing with no wack nigga, got no backbone
Heard you living in a mansion in all your raps though
But your shit look like the trap on this Google Maps, though
We been brothers since Versace bando, whoa
Name ringing like a Migo trap phone, whoa
Used to be with Vashtie at Santo's
That's on Tommy Campos
We live like 'Sopranos'
And I
Walk it, like I talk it (walk it)
Walk it, like I talk it
Walk it, walk it like I talk it (walk it)
Walk it, like I talk it (woo!)
Walk it, like I talk it (walk it)
Walk it, like I talk it
Walk it, walk it like I talk it (talk it)
Walk it, like I talk it (let's go)
Walk it, like I talk it (walk it)
Walk it, like I talk it (woop!)
Walk it, like I talk it
Walk it, walk it like I talk it (hey!)
Walk it, like I talk it (walk it)
Walk it, like I talk it (yeah!)
Walk it, like I talk it
Walk it, walk it like I talk it
Offset!
Niggas pocket watching (watching!)
I want that thot this that 'ménage (which one?)
I bought a franchise to double up the profits (franchise!)
We make a landslide chopper get to popping (landslide!)
Eliott got me rocky
Blow a socket, chicken teriyaki
Take off, rocket keep 'em in pocket
Water gon' lock it
Quadruple the profit! (profit!)
I walk like I walk (hey!)
Talk like I talk (whoa)
What's in my vault? Load of cash and assaults (brrr)
I put a lab in my loft (lab)
She cook up, and jab with the folk (jab)
By the pair, I got karats that choke (by the pair)
By the pair, I got karats each load (by the pair)
Private life, private jets 'round the globe (private life)
Hit a bitch, hit a lick with the 'Cho (hey!)
Walk it, like I talk it (walk it)
Walk it, like I talk it
Walk it, walk it like I talk it (walk it)
Walk it, like I talk it (woo!)
Walk it, like I talk it (walk it)
Walk it, like I talk it
Walk it, walk it like I talk it (talk it)
Walk it, like I talk it (let's go)
Walk it, like I talk it (walk it)
Walk it, like I talk it (woop!)
Walk it, like I talk it
Walk it, walk it like I talk it (hey!)
Walk it, like I talk it (walk it)
Walk it, like I talk it (yeah!)
Walk it, like I talk it
Walk it, walk it like I talk it
Watch it buck, no Milwaukee (hunnid)
Walk it, like I talk it
That's my bro, he know the lingo (lingo)
Ain't no 'walkie-talkie' (no)
This some, ""You know, why don't we know?"" (we know?)
Hold out on that coffee
Smoke the Cookie, get the coughing
Drop dead fresh, I need a coffin
Balling, something we do often (ball)
Take the pot and I splash, no dolphin (splash)
I take the nine and go buy me a faucet (nine)
Walk it like I talk it, a nigga done about it (uh)
I play the coach, so I gotta call it (call it)
Up in the shits, some niggas just dormant (shits)
Fucking a bih, and that's not a problem (a problem)
I get a rebound, ain't talkin' 'bout Spalding (ball)
Walk it, like I talk it (walk it)
Walk it, like I talk it
Walk it, walk it like I talk it (walk it)
Walk it, like I talk it (woo!)
Walk it, like I talk it (walk it)
Walk it, like I talk it
Walk it, walk it like I talk it (talk it)
Walk it, like I talk it (let's go)
Walk it, like I talk it (walk it)
Walk it, like I talk it (woop!)
Walk it, like I talk it
Walk it, walk it like I talk it (hey!)
Walk it, like I talk it (walk it)
Walk it, like I talk it (yeah!)
Walk it, like I talk it
Walk it, walk it like I talk it"
1301180028,3,Soulja Boy,She Make It Clap,"Draco, Soulja
She make it clap, clap, clap
She make it clap, clap, clap (Phantom)
She make it (yeah, yeah, yeah)
She make it clap, clap, clap
She make it clap, clap, clap
She make it clap, clap, clap
She make it clap, clap, clap
She make it clap, clap, clap
She make it clap, clap, clap
She make it clap, clap, clap
She make it clap, clap, clap
She make it clap, clap, clap, ooh-uh
She make it clap
Ride around town with the strap in my lap, ooh, yeah
She make it clap
I'm tryna grab and then hit from the back
Told her, ""Drop it down"" 'cause I like that
After I hit then I be right back
I walk in the club then whip out them racks
I'm blowing on gas, she doing her dance
She making it clap, I might have a heart attack
I walk in the club, and I'm making it rain with them stacks
She drop it to the ground, she know that it fat
I run through that sack when I thumb through them racks
I whip up that dough, boy, I'm fresh out the trap, clap, clap
She make it clap, clap, clap
I hit from the back
Walk in the club and I thumb through them racks (ooh)
She make it clap, clap, clap
She make it clap, clap, clap
She make it clap, clap, clap
She make it (ooh)
She make it clap, clap, clap
She make it clap, clap, clap
She make it clap, clap, clap
She make it (yeah, yeah-yeah)
She make it clap, clap, clap
She make it clap, clap, clap
She make it clap, clap, clap
She make it clap, clap, clap
She make it clap, clap, clap
She make it clap, clap, clap
She make it clap, clap, clap, yeah (uh)"
1301180028,4,CKay,Love Nwantiti,"Tu tu tu
Uh tu uh tu tu tu
Tu tu tu
Uh tu uh tu tu tu
Yeah
My baby, my Valentine (yeah)
Girl na you dey make my temperature dey rise
If you leave me, I go die, I swear
You are like the oxygen I need to survive
I'll be honest
Your loving dey totori me
I, I'm so obsessed
I want to chop your nkwobi
Unle, your body dey baka mi isi, unle
Open am make I see, unle
Gimme love nwantiti
Come and make a bad man sing, oh yeah
Ahn ahn ahn ahn ahn ahn
Ahn ahn ahn ahn ahn ahn, ahn ahn ahn
Ahn ahn ahn ahn ahn ahn
Ahn ahn ahn ahn ahn ahn, ahn ahn ahn
Ahn ahn ahn ahn ahn ahn
Ahn ahn ahn ahn ahn ahn, ahn ahn ahn
Ahn ahn ahn ahn ahn ahn
Ahn ahn ahn ahn ahn ahn, ahn ahn ahn
Baby girl where you from come, yeah
Your body na follow come, yeah
No be silicon
Baba God e finish work, ah ah ah ah
Without you, I go fit lose my mind
Without you, I go fit fall and die
Without you, I go give all my life
Without you, without you
Unle, your body dey baka mi isi, unle
Open am make I see, unle
Gimme love nwantiti
Come and make a bad man sing, oh yeah
Ahn ahn ahn ahn ahn ahn
Ahn ahn ahn ahn ahn ahn, ahn ahn ahn
Ahn ahn ahn ahn ahn ahn
Ahn ahn ahn ahn ahn ahn, ahn ahn ahn
Ahn ahn ahn ahn ahn ahn
Ahn ahn ahn ahn ahn ahn, ahn ahn ahn
Ahn ahn ahn ahn ahn ahn
Ahn ahn ahn ahn ahn ahn, ahn ahn ahn
You mean the world to me
If I live in fantasy
Ah ya eiya, I love you
Ah ya eiya, no one above you
Lover, don't give this love to nobody
Lover, don't call another nigga honey
Lover, lover
I wanna be your lover forever, forever
CKay, yo yo
(July Sonic)"
1301180028,5,Coolio,Gangsta's Paradise,"As I walk through the valley of the shadow of death
I take a look at my life and realize there's nothin' left
'Cause I've been blastin' and laughin' so long that
Even my momma thinks that my mind is gone
But I ain't never crossed a man that didn't deserve it
Me be treated like a punk, you know that's unheard of
You better watch how you talkin' and where you walkin'
Or you and your homies might be lined in chalk
I really hate to trip, but I gotta loc
As they croak, I see myself in the pistol smoke
Fool, I'm the kinda G the little homies wanna be like
On my knees in the night, sayin' prayers in the streetlight
Been spendin' most their lives
Livin' in a gangsta's paradise
Been spendin' most their lives
Livin' in a gangsta's paradise
Keep spendin' most our lives
Livin' in a gangsta's paradise
Keep spendin' most our lives
Livin' in a gangsta's paradise
Look at the situation they got me facing
I can't live a normal life, I was raised by the street
So I gotta be down with the hood team
Too much television watchin', got me chasing dreams
I'm a educated fool with money on my mind
Got my ten in my hand and a gleam in my eye
I'm a loc'd out gangsta, set trippin' banger
And my homies is down, so don't arouse my anger
Fool, death ain't nothin' but a heart beat away
I'm livin' life do or die, what can I say?
I'm 23 now but will I live to see 24?
The way things is going I don't know
Tell me why are we so blind to see
That the ones we hurt are you and me?
Been spendin' most their lives
Livin' in a gangsta's paradise
Been spendin' most their lives
Livin' in a gangsta's paradise
Keep spendin' most our lives
Livin' in a gangsta's paradise
Keep spendin' most our lives
Livin' in a gangsta's paradise
Power and the money, money and the power
Minute after minute, hour after hour
Everybody's runnin', but half of them ain't lookin'
It's going on in the kitchen, but I don't know what's cookin'
They say I gotta learn, but nobody's here to teach me
If they can't understand it, how can they reach me?
I guess they can't, I guess they won't
I guess they front, that's why I know my life is out of luck, fool
Been spendin' most their lives
Livin' in a gangsta's paradise
Been spendin' most their lives
Livin' in a gangsta's paradise
Keep spendin' most our lives
Livin' in a gangsta's paradise
Keep spendin' most our lives
Livin' in a gangsta's paradise
Tell me why are we so blind to see
That the ones we hurt are you and me?
Tell me why are we so blind to see
That the ones we hurt are you and me?"
1301180028,6,Roddy Rich,The Box,"Pullin' out the coupe at the lot
Told 'em fuck 12, fuck SWAT
Bustin' all the bells out the box
I just hit a lick with the box
Had to put the stick in a box, mmh
Pour up the whole damn seal, I'ma get lazy
I got the mojo-deals, we been trappin' like the '80s
She sucked a nigga soul, gotta Cash App
Told 'em wipe a nigga nose, say slatt, slatt
I won't never sell my soul, and I can back that
And I really wanna know, where you at, at?
I was out back, where the stash at?
Cruise the city in a bulletproof Cadillac (skrrt)
'Cause I know these niggas after where the bag at (yeah)
Gotta move smarter, gotta move harder
Niggas try to get me for my water
I'll lay his ass down on my son, or my daughter
I had the Draco with me, Dwayne Carter
Lotta niggas out here playin', ain't ballin'
I done out my whole arm in the rim, Vince Carter (yeah)
And I know probably get a key for the quarter
Shawty barely seen in double C's, I bought 'em
Got a bitch that's looking like Aaliyah, she a model
I got the pink slip, all my whips is key-less
Compton, I'm about to get the key to the city
Patek like the sea, forgive me
Pullin' out the coupe at the lot
Told 'em fuck 12, fuck SWAT
Bustin' all the bells out the box
I just hit a lick with the box
Had to put the stick in a box, mmh
Pour up the whole damn seal, I'ma get lazy
I got the mojo deals, we been trappin' like the '80s
She sucked that nigga soul, gotta Cash App
Told 'em wipe a nigga nose, say slatt, slatt
I won't never sell my soul, and I can back that
And I really wanna know, where you at, at?
Ha-ha-ha, I been movin' 'em out
If Steelo with me, then he got the blues in the pouch (yeah)
Took her to the forrest, put wood in her mouth
Bitch don't wear no shoes in my house
The private I'm flyin' in, I never wanna fly again
I'll take my chances in traffic (yeah)
She suckin' on dick, no hands with it
I just made the Rollie plain like a landing-strip
I'm a 2020 president candidate
I done put a hundred bands on Zimmerman, shit
I been movin' real gangsta', so that's why she pick a Crip
Shawty call me Crisco, 'cause I pop my shit
Got it out the mud, there's nothin' you can tell me, yeah
When I had the drugs, I was street-wealthy, yeah
Pullin' out the coupe at the lot
Told 'em fuck 12, fuck SWAT
Bustin' all the bells out the box
I just hit a lick with the box
Had to put the stick in a box, mmh
Pour up the whole damn seal, I'ma get lazy
I got the mojo deals, we been trappin' like the '80s
She sucked a nigga soul, gotta Cash App
Told 'em wipe a nigga nose, say slatt, slatt
I won't never sell my soul, and I can back that
And I really wanna know, where you at, at?"
1301180028,7,Sean Kingston,Beautiful Girls,"JR! Sean Kingston!
You're way too beautiful girl
That's why it'll never work
You'll have me suicidal, suicidal
When you say it's over
Damn all these beautiful girls
They only wanna do your dirt
They'll have you suicidal, suicidal
When they say it's over
See it started at the park used to chill after dark
Oh when you took my heart that's when we fell apart
'Cause we both thought that love lasts forever
(Lasts forever)
They say we too young to get ourselves sprung
Oh, we didn't care, we made it very clear
And they also said that we couldn't last together
(Last together)
See it's very defined, you're one of a kind
But you mush up my mind, you have to get declined
Oh lord, my baby is driving me crazy
You're way too beautiful girl
That's why it'll never work
You'll have me suicidal, suicidal
When you say it's over
Damn all these beautiful girls
They only wanna do your dirt
They'll have you suicidal, suicidal
When they say it's over
It was back in '99 watchin' movies all the time
Oh when I went away for doin' my first crime
And I never thought that we was gonna see each other
(See each other)
And then I came out, mami moved me down south
Oh I'm with my girl who I thought was my world
It came out to be that she wasn't the girl for me
(Girl for me)
See it's very defined, you're one of a kind
But you mush up my mind, you have to get declined
Oh lord my baby is driving me crazy
You're way too beautiful girl
That's why it'll never work
You'll have me suicidal, suicidal
When you say it's over
Damn all these beautiful girls
They only wanna do your dirt
They'll have you suicidal, suicidal
When they say it's over
Now we're fussing and now we're fighting
Please tell me why I'm feelin' slighted
And I don't know how to make it better
(Make it better)
You're dating other guys, you're telling me lies
Oh I can't believe what I'm seein' with my eyes
I'm losin' my mind and I don't think it's clever
(Think it's clever)
You're way too beautiful girl
That's why it'll never work
You'll have me suicidal, suicidal
Suicide"
